country,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths,new_deaths,new_deaths_smoothed,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,hosp_patients,hosp_patients_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,icu_patients,icu_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,stringency_index,reproduction_rate,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,code,continent,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,human_development_index
Denmark,2020-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-04,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-05,0,0,NA,0,0,NA,0,0,NA,0,0,NA,-2.9876692,-2.9876692,-34.400024,-5.904937,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-06,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-07,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-08,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-09,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-10,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-11,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0.4366812,-1.2802658,-29.400024,-5.046662,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-13,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-14,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-15,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-17,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-18,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-19,0,0,0,0,0,0,0,0,0,0,0,0,-5.4221144,-2.648158,-90.80005,-15.586284,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-20,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-21,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,-8.584071,-4.1195064,-187.80005,-32.23682,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,-7.2252336,-4.7577553,-273,-46.86182,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,-7.683098,-5.252795,-362.80005,-62.276447,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,-11.558378,-6.1844482,-501.20007,-86.03351,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,1,0.001,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,2,0.001,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,2,0.001,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,1,0.001,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,1,0.002,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,-12.830885,-7.0330667,-653.4,-112.15939,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,19,10,0.003,0.002,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,49,30,0.008,0.005,6,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,11.11,NA,158,109,0.027,0.019,21,0.004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-28,1,1,0.14285715,0.16940832,0.16940832,0.024201188,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,11.11,NA,220,62,0.038,0.011,30,0.005,0.06802721,209.99998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-02-29,1,0,0.14285715,0.16940832,0,0.024201188,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,11.11,NA,294,74,0.05,0.013,41,0.007,0.11780322,248.49998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-03-01,3,2,0.42857143,0.50822496,0.33881664,0.07260356,0,0,0,0,0,0,-15.456946,-8.005485,-840.80005,-144.32755,NA,NA,NA,NA,0,0,NA,NA,11.11,NA,343,49,0.059,0.008,47,0.008,0.2480681,202.22221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-03-02,4,1,0.5714286,0.6776333,0.16940832,0.09680475,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,11.11,NA,423,80,0.072,0.014,58,0.01,0.38881406,177.04166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-03-03,4,0,0.5714286,0.6776333,0,0.09680475,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,20.37,NA,486,63,0.083,0.011,67,0.011,0.51065385,165.08333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-03-04,6,2,0.85714287,1.0164499,0.33881664,0.14520712,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,20.37,NA,574,88,0.098,0.015,75,0.013,0.67391914,152.15277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-03-05,10,4,1.4285715,1.6940831,0.6776333,0.24201187,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,20.37,NA,683,109,0.117,0.019,75,0.013,0.946028,137.91666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-03-06,10,0,1.2857143,1.6940831,0,0.21781069,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,25.93,NA,810,127,0.138,0.022,84,0.014,1.0966597,117.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-03-07,23,13,3.142857,3.8963912,2.2023082,0.5324261,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,25.93,NA,918,108,0.157,0.018,89,0.015,1.5513551,80.295456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
Denmark,2020-03-08,23,0,2.857143,3.8963912,0,0.48402375,0,0,0,0,0,0,-11.553849,-8.3692240000000009,-979.4,-168.11893,NA,NA,NA,NA,0,0,NA,NA,25.93,NA,1147,229,0.196,0.039,115,0.02,1.7760148,70.378784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DNK,Europe,5902898,147.57245,41.216,NA,59935.12,0.15367964,5.3,NA,2.6,0.952
